Title	Link	Creator	Transcript	Status
A few things you can do to improve sleep consistency	https://www.youtube.com/watch?v=mYuaPaqCtPY	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=mYuaPaqCtPY! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=mYuaPaqCtPY&ei=dQxtaMXLMZL1ut0P_ZOt6AQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002277&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=81AFBC746097570075BE2A00AC523420E17B4238.D54BE8A5D1E85097995043D4DC1435B829B881A5&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
How do I separate my behavior from myself? I had to fire Evening Bryan.	https://www.youtube.com/watch?v=jVmf5hoZtEE	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=jVmf5hoZtEE! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=jVmf5hoZtEE&ei=dwxtaJK7Cf3yzLUPj9-r2Ac&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002279&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=8FDEDE284544AF3CD246F0B157EEE6BCFD4CCB2E.BD3A5AC23BD5FBFB2281D376FA6DE257218ABA3D&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Build the future, go to bed on time.	https://www.youtube.com/watch?v=rWPliecdEYw	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=rWPliecdEYw! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=rWPliecdEYw&ei=eAxtaPeYKpWbj-8P3qOusQs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002280&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=274B93B9905FBF987A95C4C0BC8D6D275401C5FB.9B547711ACF1BF0ECCBE440478EA86C65C8E0BF6&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Sleep posture was a new concept for me too.	https://www.youtube.com/watch?v=Mh9PdgIihj0	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Mh9PdgIihj0! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=Mh9PdgIihj0&ei=eQxtaIbUN-Gjut0PpZDx4Qo&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002281&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=414E9B9D348376DC5BD8E14026C25E911AC38C08.ED7C3DDC056D57BDD4F423278DC542862EF6B094&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
The mind is dead. Algorithms take better care of you than you can yourself	https://www.youtube.com/watch?v=41dHVJLZ-Jg	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=41dHVJLZ-Jg! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=41dHVJLZ-Jg&ei=ewxtaLOHDbub0_wPuoXokQ4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002283&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=63565181019F77006B7D81006612C5D63697F832.B132CFEB19CF98BE8DB12F90FA914274FF6B5185&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
My oral biological age has been reduced by 20 years.	https://www.youtube.com/watch?v=jk6iioX1NCI	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=jk6iioX1NCI! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=jk6iioX1NCI&ei=fAxtaOqCJ9TEy_sP5Nq82AY&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002284&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=067054A6F69B78F86443FF1480A3A973171684FF.CBD6966B884521DC24692F5B64CD7F0BD904524D&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
My time in the gym is an experience of mind	https://www.youtube.com/watch?v=i3-taxQoJtk	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=i3-taxQoJtk! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=i3-taxQoJtk&ei=fQxtaIXsO-Wp0_wP5uThiAI&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002286&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=5787254F600E305D852F9A7F03CADDBDD42F66E1.7434DB87BC51427F5249856E407490E370D4AC8D&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Sleep is your #1 highest priority meeting today.	https://www.youtube.com/watch?v=WW0P3K1NBOM	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=WW0P3K1NBOM! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=WW0P3K1NBOM&ei=fwxtaNenE-KC0_wPz_ipsQo&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002287&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=1BFE6531EB5F7EE28FB25A8C5C77BAEF7384D1AD.8A2DEE069DAE08601BA78C91A66F47B30C6D4750&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Kids at one of the most prestigious schools in the world gluttonous on junk food.	https://www.youtube.com/watch?v=PX2ndXtARRo	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=PX2ndXtARRo! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=PX2ndXtARRo&ei=gAxtaPv6KoCy0_wPprSIiQ4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002288&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=7C158F0E110EECDBDC244D055F578AD3FC02803F.331D7D3A7DE2F5096BE8217FABDFFA1693F340E9&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
We are athletes of the mind	https://www.youtube.com/watch?v=gT_AJwdsb6w	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=gT_AJwdsb6w! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=gT_AJwdsb6w&ei=gQxtaMKqNMGb0_wPi6G88AE&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002289&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=8D8E49901EFD4EF401CDCFC713654110F87A8414.D7BFC73EC340BF0E9BDDBA21D69417624C2F0360&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
High HRV = feeling good about life.	https://www.youtube.com/watch?v=cfuGuF-8668	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=cfuGuF-8668! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=cfuGuF-8668&ei=gwxtaPvMBbvyzLUPjsGJgAs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002291&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=E3BA04BB132DBCA73FB0A7B64AB030331FB78677.02006F2EFA09380598F26B6366A743C5DFF080E9&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Humans, Planet Earth and AI need to figure out how to cooperate.	https://www.youtube.com/watch?v=ib0190EobsI	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=ib0190EobsI! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=ib0190EobsI&ei=hAxtaNGzKPvA0_wP3O7kwQs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002292&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=330598EADA4F11D6639974ECBA061525A5E37497.3496B477CE60D7CCA4182D74908D7EFBD5742D18&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Sleep deprivation kept me in depression.	https://www.youtube.com/watch?v=vGPkx0Xcc1E	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=vGPkx0Xcc1E! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=vGPkx0Xcc1E&ei=hQxtaNmDO7-g0_wPpZK4iQ4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002293&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=3330EFC35994F84DD253EC785F92902E3D85CC45.589C002CE2CC4CC16D9D97ACE5CE10FD7A327C21&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Fontona skin laser therapy.	https://www.youtube.com/watch?v=wvGmWGAdH5U	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=wvGmWGAdH5U! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=wvGmWGAdH5U&ei=hwxtaO2VEcSBy_sPq_ObmQg&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002295&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=6E8641DF92BBDC969E59F72D3E59264BB305EA50.4FF72DB333F56FC45767932021986BEF4C317FC6&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
There is such a thing as too much exercise	https://www.youtube.com/watch?v=gPOEPacvVE8	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=gPOEPacvVE8! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=gPOEPacvVE8&ei=iAxtaIegJoap0_wPz6-E6AQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002296&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=C69309EA074803776348B4F90B83E685C3581C01.ECAC780940C2C0C959D64B82CC83A24CE794E76D&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
My bedroom is for sleep only	https://www.youtube.com/watch?v=J-hLjbQW27A	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=J-hLjbQW27A! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=J-hLjbQW27A&ei=iQxtaLr9LeXcut0P08D90AI&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002297&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=8AAD78A0DAF2BF645056EEDF75F84E22030F3917.E1946C656EEFD08318281BC6A2A13CDFAAEEA49B&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
I supplement with testosterone to offset my caloric restriction	https://www.youtube.com/watch?v=TMSIDpkIzXs	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=TMSIDpkIzXs! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=TMSIDpkIzXs&ei=igxtaOmCPaeh0_wPhIed8Ao&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002299&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=A82F2132AE4410D866334CDFEE77A7D5D4520893.6DBDEC82DF637D4D0A354291E01B9DC1BA22FCAF&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Taking care of yourself early in life is the best way to slow aging.	https://www.youtube.com/watch?v=OsF1pgB7qMA	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=OsF1pgB7qMA! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=OsF1pgB7qMA&ei=jAxtaNOWEZaq0_wP8aiKkQs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002300&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=7D2D0C36DDA326A629161F1BB2A0E87DA1B75818.8841EF6B3944194D2B37236B31C66310D2653DC3&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Wondering if Blueprint works? Here's the data.	https://www.youtube.com/watch?v=PfXFaRLf_xs	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=PfXFaRLf_xs! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=PfXFaRLf_xs&ei=jQxtaIP_Gf70zLUPq57lgQ4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002301&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=CA678F61C28E7E597033084E327876D738249FB2.31DCC73EE74E59BBC87348EBDE081693512E8E9C&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Making changes in life = swinging on monkey bars	https://www.youtube.com/watch?v=LWtT9CW0L9E	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=LWtT9CW0L9E! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=LWtT9CW0L9E&ei=jgxtaNHwMdil0_wPm6SwiA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002302&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=83C42AD79E85B5F634EC311563E42860FAD8F3CC.760626F52915AFF9BC562F148412BB4BA348955C&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
My life is built around sleep. It's helped me achieve a 100% sleep score.	https://www.youtube.com/watch?v=1-oFhJIuPsI	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=1-oFhJIuPsI! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=1-oFhJIuPsI&ei=kAxtaJvYFJXq0_wPjOvOoAs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002304&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=78B3563ACF4172DE710CBCA38F30BBD8FEDEEEC4.CF24E69F5BB77EB63599CAE9741DDD464862A1B9&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Blueprint XX @katetolo	https://www.youtube.com/watch?v=TrlT3symvNQ	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=TrlT3symvNQ! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=TrlT3symvNQ&ei=kQxtaJ7HJ8KRut0Pnuzw8Qs&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002305&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=CBAA9ED53EF5685F00CFB1FE1C7F3ED87D3ED774.D9300658D163496ECDEB3DA2E99531D5627E1E3C&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
High HRV = happy life.	https://www.youtube.com/watch?v=p3c5LkI0K6c	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=p3c5LkI0K6c! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=p3c5LkI0K6c&ei=kgxtaO_wMuj1zLUPocLwkA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002306&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=B4AD508CB5BEFBCC8AF7E6C80A5F338C223BA030.E63696C8013C288D5EF29F78EC3466BFEC1F4244&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
What will you son do when he goes to college? Same question for the human race into this future.	https://www.youtube.com/watch?v=GTWHd8Pddz8	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=GTWHd8Pddz8! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=GTWHd8Pddz8&ei=lAxtaIeEBfnZy_sP_M_UoA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002308&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=866E737AC1B85F92E297EAEC8DEB9EBB428547AE.EFE208FB914D0B7796CDD74830CDB9EFAF79F10C&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Wondering if Blueprint works? Here's the data.	https://www.youtube.com/watch?v=_o5OPfkXBX4	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=_o5OPfkXBX4! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=_o5OPfkXBX4&ei=lQxtaJOQGd-Fy_sPm7iL0QI&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002309&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=795D3D02FD81A61A4E333829B1889EEA7BEC46F4.DD61D31EEE88A9688AF777F04490519BC26803EC&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Each pill has to fight for its life.	https://www.youtube.com/watch?v=VA6ARKyvoGY	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=VA6ARKyvoGY! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=VA6ARKyvoGY&ei=lgxtaJbtJeOa0_wPoc-c8AQ&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002310&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=51BDD8AFF7CA5E06DCC3B64F6938E94E7D018BCD.44BC87CC513797260E7BB5C7F7041CC59CEAF116&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
A 20-Minute Call with My Posture Coach	https://www.youtube.com/watch?v=cYGlj8Ryij8	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=cYGlj8Ryij8! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=cYGlj8Ryij8&ei=mAxtaP2sBeWn0_wPkdKwiA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002312&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=0D6F9D823A0ED7008E6E6575E307E7602F2201CD.92E1A7A183A14F2B9A6A54A5F252227BBB8EDC84&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Why again am I brushing my teeth on camera? I hope I can share these important lessons I've learned.	https://www.youtube.com/watch?v=OLM0xkIH5Hg	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=OLM0xkIH5Hg! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=OLM0xkIH5Hg&ei=mQxtaI2HE-OGy_sPhPebmQg&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002313&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=9A2A4DFA74C0729631C5E96201AFB70306D27CDB.BD875E320860228A848386DC3BF70333BB04FA2E&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
No matter how you look at the data it says the same thing: I am in optimal health	https://www.youtube.com/watch?v=GwYyrNf-uyY	Bryan Johnson		"Error: Unexpected error: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=GwYyrNf-uyY! This is most likely caused by:

Request to YouTube failed: 429 Client Error: Too Many Requests for url: https://www.youtube.com/api/timedtext?v=GwYyrNf-uyY&ei=mgxtaJbQK6Txut0P58TOiA4&caps=asr&opi=112496729&xoaf=5&hl=en&ip=0.0.0.0&ipbits=0&expire=1752002314&sparams=ip,ipbits,expire,v,ei,caps,opi,xoaf&signature=9C4CE732F2D9DD46B88F358B628BA1C6F5630257.CA0FB0162B109678774E8AEBE498A490F8C9BCEC&key=yt8&kind=asr&lang=en

If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!"
Blueprint does not forbid alcohol	https://www.youtube.com/watch?v=DNZzh-QxGSk	Bryan Johnson		"Error: Unexpected error: 
